10/04/24 22:56:10 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 22:56:10 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__22-56-10/tensorboard".
10/04/24 22:56:10 Starting Tensorboard thread...
10/04/24 22:56:14 Tensorboard is ready at http://localhost:6006/.
10/04/24 22:56:14 Continuing to training script...
10/04/24 22:56:17 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('h_dim', 1024), ('latent_dim', 128))
10/04/24 22:56:17 Train Loader Image Data Size: (28, 28)
10/04/24 22:56:18 (0:00:00.80) | [1/10000] Batch 0 (0.769s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15058.193, Rec. Loss: 14631.21289062 | Total Loss: 14646.27148438
10/04/24 22:56:55 (0:00:37.94) | [1/10000] Batch 945 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12826.301, Rec. Loss: 13394.84179688 | Total Loss: 13407.66796875
10/04/24 22:56:55 (0:00:37.98) | [1/10000] Batch 946 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12728.950, Rec. Loss: 13251.74218750 | Total Loss: 13264.47070312
10/04/24 22:56:55 (0:00:38.02) | [1/10000] Batch 947 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12514.748, Rec. Loss: 12982.15332031 | Total Loss: 12994.66796875
10/04/24 22:56:55 (0:00:38.05) | [1/10000] Batch 948 (0.008s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13197.379, Rec. Loss: 13732.40039062 | Total Loss: 13745.59765625
10/04/24 22:56:55 (0:00:38.09) | [1/10000] Batch 949 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13190.791, Rec. Loss: 13739.94921875 | Total Loss: 13753.13964844
10/04/24 22:56:55 (0:00:38.13) | [1/10000] Batch 950 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11636.925, Rec. Loss: 12119.69824219 | Total Loss: 12131.33496094
10/04/24 22:56:55 (0:00:38.17) | [1/10000] Batch 951 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14247.023, Rec. Loss: 14815.27539062 | Total Loss: 14829.52246094
10/04/24 22:56:55 (0:00:38.21) | [1/10000] Batch 952 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13482.458, Rec. Loss: 14039.24902344 | Total Loss: 14052.73144531
10/04/24 22:56:55 (0:00:38.24) | [1/10000] Batch 953 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13590.614, Rec. Loss: 14144.48339844 | Total Loss: 14158.07421875
10/04/24 22:56:55 (0:00:38.28) | [1/10000] Batch 954 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12609.318, Rec. Loss: 13188.10839844 | Total Loss: 13200.71777344
10/04/24 22:56:55 (0:00:38.32) | [1/10000] Batch 955 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12689.323, Rec. Loss: 13221.17187500 | Total Loss: 13233.86132812
10/04/24 22:56:55 (0:00:38.36) | [1/10000] Batch 956 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13520.615, Rec. Loss: 14102.87304688 | Total Loss: 14116.39355469
10/04/24 22:56:55 (0:00:38.40) | [1/10000] Batch 957 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12075.284, Rec. Loss: 12491.97167969 | Total Loss: 12504.04687500
10/04/24 22:56:55 (0:00:38.43) | [1/10000] Batch 958 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13985.337, Rec. Loss: 14583.95312500 | Total Loss: 14597.93847656
10/04/24 22:56:55 (0:00:38.47) | [1/10000] Batch 959 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11871.160, Rec. Loss: 12364.17285156 | Total Loss: 12376.04394531
10/04/24 22:56:55 (0:00:38.51) | [1/10000] Batch 960 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12454.797, Rec. Loss: 12996.44238281 | Total Loss: 13008.89746094
10/04/24 22:56:55 (0:00:38.55) | [1/10000] Batch 961 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13273.850, Rec. Loss: 13852.45019531 | Total Loss: 13865.72363281
10/04/24 22:56:55 (0:00:38.58) | [1/10000] Batch 962 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12682.229, Rec. Loss: 13238.46484375 | Total Loss: 13251.14746094
10/04/24 22:56:55 (0:00:38.62) | [1/10000] Batch 963 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13208.579, Rec. Loss: 13812.97656250 | Total Loss: 13826.18554688
10/04/24 22:56:55 (0:00:38.66) | [1/10000] Batch 964 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12948.952, Rec. Loss: 13549.24414062 | Total Loss: 13562.19335938
10/04/24 22:56:56 (0:00:38.70) | [1/10000] Batch 965 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13705.592, Rec. Loss: 14299.37304688 | Total Loss: 14313.07910156
10/04/24 22:56:56 (0:00:38.74) | [1/10000] Batch 966 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13616.154, Rec. Loss: 14165.51660156 | Total Loss: 14179.13281250
10/04/24 22:56:56 (0:00:38.77) | [1/10000] Batch 967 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13240.533, Rec. Loss: 13788.46191406 | Total Loss: 13801.70214844
10/04/24 22:56:56 (0:00:38.81) | [1/10000] Batch 968 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12359.588, Rec. Loss: 12898.17285156 | Total Loss: 12910.53222656
10/04/24 22:56:56 (0:00:38.85) | [1/10000] Batch 969 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13812.743, Rec. Loss: 14449.16601562 | Total Loss: 14462.97851562
10/04/24 22:56:56 (0:00:38.89) | [1/10000] Batch 970 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13118.957, Rec. Loss: 13689.69140625 | Total Loss: 13702.81054688
10/04/24 22:56:56 (0:00:38.93) | [1/10000] Batch 971 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14018.758, Rec. Loss: 14624.22558594 | Total Loss: 14638.24414062
10/04/24 22:56:56 (0:00:38.96) | [1/10000] Batch 972 (0.009s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13071.348, Rec. Loss: 13666.71386719 | Total Loss: 13679.78515625
10/04/24 22:56:56 (0:00:39.00) | [1/10000] Batch 973 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13070.613, Rec. Loss: 13631.22265625 | Total Loss: 13644.29296875
10/04/24 22:56:56 (0:00:39.04) | [1/10000] Batch 974 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13439.268, Rec. Loss: 14031.12500000 | Total Loss: 14044.56445312
10/04/24 22:56:56 (0:00:39.08) | [1/10000] Batch 975 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12630.224, Rec. Loss: 13167.81152344 | Total Loss: 13180.44140625
10/04/24 22:56:56 (0:00:39.12) | [1/10000] Batch 976 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12809.225, Rec. Loss: 13300.28613281 | Total Loss: 13313.09570312
10/04/24 22:56:56 (0:00:39.16) | [1/10000] Batch 977 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12871.730, Rec. Loss: 13441.31738281 | Total Loss: 13454.18945312
10/04/24 22:56:56 (0:00:39.20) | [1/10000] Batch 978 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12102.824, Rec. Loss: 12649.52148438 | Total Loss: 12661.62402344
10/04/24 22:56:56 (0:00:39.24) | [1/10000] Batch 979 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12919.604, Rec. Loss: 13492.61035156 | Total Loss: 13505.53027344
10/04/24 22:56:56 (0:00:39.28) | [1/10000] Batch 980 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12989.074, Rec. Loss: 13534.31054688 | Total Loss: 13547.29980469
10/04/24 22:56:56 (0:00:39.32) | [1/10000] Batch 981 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13144.521, Rec. Loss: 13693.34082031 | Total Loss: 13706.48535156
10/04/24 22:56:56 (0:00:39.36) | [1/10000] Batch 982 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12043.403, Rec. Loss: 12561.20800781 | Total Loss: 12573.25097656
10/04/24 22:56:56 (0:00:39.40) | [1/10000] Batch 983 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12626.736, Rec. Loss: 13157.27734375 | Total Loss: 13169.90429688
10/04/24 22:56:56 (0:00:39.44) | [1/10000] Batch 984 (0.010s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13430.844, Rec. Loss: 14036.10742188 | Total Loss: 14049.53808594
10/04/24 22:56:56 (0:00:39.48) | [1/10000] Batch 985 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11287.438, Rec. Loss: 11776.66210938 | Total Loss: 11787.94921875
10/04/24 22:56:56 (0:00:39.52) | [1/10000] Batch 986 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12552.291, Rec. Loss: 13084.81347656 | Total Loss: 13097.36621094
10/04/24 22:56:56 (0:00:39.56) | [1/10000] Batch 987 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12494.503, Rec. Loss: 13068.30859375 | Total Loss: 13080.80273438
10/04/24 22:56:56 (0:00:39.60) | [1/10000] Batch 988 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12297.499, Rec. Loss: 12886.14355469 | Total Loss: 12898.44140625
10/04/24 22:56:56 (0:00:39.64) | [1/10000] Batch 989 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13541.909, Rec. Loss: 14142.31542969 | Total Loss: 14155.85742188
10/04/24 22:56:57 (0:00:39.68) | [1/10000] Batch 990 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13165.199, Rec. Loss: 13791.23632812 | Total Loss: 13804.40136719
10/04/24 22:56:57 (0:00:39.72) | [1/10000] Batch 991 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13172.486, Rec. Loss: 13763.19335938 | Total Loss: 13776.36621094
10/04/24 22:56:57 (0:00:39.76) | [1/10000] Batch 992 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11869.773, Rec. Loss: 12434.68261719 | Total Loss: 12446.55273438
10/04/24 22:56:57 (0:00:39.80) | [1/10000] Batch 993 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13676.268, Rec. Loss: 14307.09570312 | Total Loss: 14320.77148438
10/04/24 22:56:57 (0:00:39.84) | [1/10000] Batch 994 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14171.540, Rec. Loss: 14823.20800781 | Total Loss: 14837.37988281
10/04/24 22:56:57 (0:00:39.88) | [1/10000] Batch 995 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13506.041, Rec. Loss: 14159.86328125 | Total Loss: 14173.36914062
10/04/24 22:56:57 (0:00:39.92) | [1/10000] Batch 996 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13689.697, Rec. Loss: 14310.26464844 | Total Loss: 14323.95410156
10/04/24 22:56:57 (0:00:39.96) | [1/10000] Batch 997 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13536.428, Rec. Loss: 14091.89550781 | Total Loss: 14105.43164062
10/04/24 22:56:57 (0:00:40.00) | [1/10000] Batch 998 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12174.772, Rec. Loss: 12734.57324219 | Total Loss: 12746.74804688
10/04/24 22:56:57 (0:00:40.04) | [1/10000] Batch 999 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12724.680, Rec. Loss: 13291.29492188 | Total Loss: 13304.01953125
10/04/24 22:56:57 (0:00:40.08) | [1/10000] Batch 1000 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12850.937, Rec. Loss: 13384.55957031 | Total Loss: 13397.41015625
10/04/24 22:56:57 (0:00:40.12) | [1/10000] Batch 1001 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13669.272, Rec. Loss: 14335.23632812 | Total Loss: 14348.90527344
10/04/24 22:56:57 (0:00:40.16) | [1/10000] Batch 1002 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12329.095, Rec. Loss: 12912.67382812 | Total Loss: 12925.00292969
10/04/24 22:56:57 (0:00:40.21) | [1/10000] Batch 1003 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13509.271, Rec. Loss: 14091.71875000 | Total Loss: 14105.22753906
10/04/24 22:56:57 (0:00:40.25) | [1/10000] Batch 1004 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13191.496, Rec. Loss: 13791.81835938 | Total Loss: 13805.00976562
10/04/24 22:56:57 (0:00:40.29) | [1/10000] Batch 1005 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12966.121, Rec. Loss: 13565.72851562 | Total Loss: 13578.69433594
10/04/24 22:56:57 (0:00:40.33) | [1/10000] Batch 1006 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12796.648, Rec. Loss: 13414.41308594 | Total Loss: 13427.20996094
10/04/24 22:56:57 (0:00:40.37) | [1/10000] Batch 1007 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11168.273, Rec. Loss: 11688.19238281 | Total Loss: 11699.36035156
10/04/24 22:56:57 (0:00:40.41) | [1/10000] Batch 1008 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13130.006, Rec. Loss: 13735.90820312 | Total Loss: 13749.03808594
10/04/24 22:56:57 (0:00:40.45) | [1/10000] Batch 1009 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12032.230, Rec. Loss: 12577.42675781 | Total Loss: 12589.45898438
10/04/24 22:56:57 (0:00:40.49) | [1/10000] Batch 1010 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12560.414, Rec. Loss: 13140.15625000 | Total Loss: 13152.71679688
10/04/24 22:56:57 (0:00:40.54) | [1/10000] Batch 1011 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12669.037, Rec. Loss: 13237.19628906 | Total Loss: 13249.86523438
10/04/24 22:56:57 (0:00:40.58) | [1/10000] Batch 1012 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12878.465, Rec. Loss: 13468.64453125 | Total Loss: 13481.52343750
10/04/24 22:56:57 (0:00:40.62) | [1/10000] Batch 1013 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13020.537, Rec. Loss: 13594.30078125 | Total Loss: 13607.32128906
10/04/24 22:56:57 (0:00:40.66) | [1/10000] Batch 1014 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12942.092, Rec. Loss: 13508.03710938 | Total Loss: 13520.97949219
10/04/24 22:56:58 (0:00:40.70) | [1/10000] Batch 1015 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13175.461, Rec. Loss: 13725.63281250 | Total Loss: 13738.80859375
10/04/24 22:56:58 (0:00:40.74) | [1/10000] Batch 1016 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12360.379, Rec. Loss: 12909.46972656 | Total Loss: 12921.83007812
10/04/24 22:56:58 (0:00:40.78) | [1/10000] Batch 1017 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12996.912, Rec. Loss: 13605.68359375 | Total Loss: 13618.68066406
10/04/24 22:56:58 (0:00:40.82) | [1/10000] Batch 1018 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13687.578, Rec. Loss: 14337.94238281 | Total Loss: 14351.62988281
10/04/24 22:56:58 (0:00:40.86) | [1/10000] Batch 1019 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13509.469, Rec. Loss: 14091.76953125 | Total Loss: 14105.27929688
10/04/24 22:56:58 (0:00:40.90) | [1/10000] Batch 1020 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11568.828, Rec. Loss: 12131.23339844 | Total Loss: 12142.80175781
10/04/24 22:56:58 (0:00:40.94) | [1/10000] Batch 1021 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12037.938, Rec. Loss: 12618.23632812 | Total Loss: 12630.27441406
10/04/24 22:56:58 (0:00:40.98) | [1/10000] Batch 1022 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11721.043, Rec. Loss: 12291.38964844 | Total Loss: 12303.11035156
10/04/24 22:56:58 (0:00:41.02) | [1/10000] Batch 1023 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12752.291, Rec. Loss: 13392.88476562 | Total Loss: 13405.63671875
10/04/24 22:56:58 (0:00:41.06) | [1/10000] Batch 1024 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13363.474, Rec. Loss: 13989.92187500 | Total Loss: 14003.28515625
10/04/24 22:56:58 (0:00:41.11) | [1/10000] Batch 1025 (0.014s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12469.232, Rec. Loss: 13030.12207031 | Total Loss: 13042.59082031
10/04/24 22:56:58 (0:00:41.15) | [1/10000] Batch 1026 (0.015s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13206.424, Rec. Loss: 13814.91601562 | Total Loss: 13828.12207031
10/04/24 22:56:58 (0:00:41.19) | [1/10000] Batch 1027 (0.015s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12906.829, Rec. Loss: 13494.26953125 | Total Loss: 13507.17675781
10/04/24 22:56:58 (0:00:41.24) | [1/10000] Batch 1028 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12593.895, Rec. Loss: 13272.63378906 | Total Loss: 13285.22753906
10/04/24 22:56:58 (0:00:41.28) | [1/10000] Batch 1029 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13499.857, Rec. Loss: 13931.34667969 | Total Loss: 13944.84667969
10/04/24 22:56:58 (0:00:41.32) | [1/10000] Batch 1030 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11756.454, Rec. Loss: 12318.03027344 | Total Loss: 12329.78710938
10/04/24 22:56:58 (0:00:41.36) | [1/10000] Batch 1031 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11889.287, Rec. Loss: 12502.03222656 | Total Loss: 12513.92187500
10/04/24 22:56:58 (0:00:41.40) | [1/10000] Batch 1032 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13341.598, Rec. Loss: 13946.62890625 | Total Loss: 13959.97070312
10/04/24 22:56:58 (0:00:41.44) | [1/10000] Batch 1033 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13419.914, Rec. Loss: 14089.63574219 | Total Loss: 14103.05566406
10/04/24 22:56:58 (0:00:41.48) | [1/10000] Batch 1034 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12127.811, Rec. Loss: 12702.26953125 | Total Loss: 12714.39746094
10/04/24 22:56:58 (0:00:41.53) | [1/10000] Batch 1035 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14217.432, Rec. Loss: 14726.98437500 | Total Loss: 14741.20214844
10/04/24 22:56:58 (0:00:41.57) | [1/10000] Batch 1036 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12228.597, Rec. Loss: 12870.65234375 | Total Loss: 12882.88085938
10/04/24 22:56:58 (0:00:41.61) | [1/10000] Batch 1037 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12356.898, Rec. Loss: 12985.22753906 | Total Loss: 12997.58398438
10/04/24 22:56:58 (0:00:41.65) | [1/10000] Batch 1038 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13429.293, Rec. Loss: 14060.18652344 | Total Loss: 14073.61621094
10/04/24 22:56:59 (0:00:41.69) | [1/10000] Batch 1039 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13004.094, Rec. Loss: 13597.29199219 | Total Loss: 13610.29589844
10/04/24 22:56:59 (0:00:41.73) | [1/10000] Batch 1040 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 14138.838, Rec. Loss: 14816.69042969 | Total Loss: 14830.82910156
10/04/24 22:56:59 (0:00:41.77) | [1/10000] Batch 1041 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13118.691, Rec. Loss: 13769.77343750 | Total Loss: 13782.89257812
10/04/24 22:56:59 (0:00:41.81) | [1/10000] Batch 1042 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12479.447, Rec. Loss: 13087.73339844 | Total Loss: 13100.21289062
10/04/24 22:56:59 (0:00:41.85) | [1/10000] Batch 1043 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12458.916, Rec. Loss: 13074.33105469 | Total Loss: 13086.79003906
10/04/24 22:56:59 (0:00:41.90) | [1/10000] Batch 1044 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13049.918, Rec. Loss: 13632.92187500 | Total Loss: 13645.97167969
10/04/24 22:56:59 (0:00:41.94) | [1/10000] Batch 1045 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12791.291, Rec. Loss: 13388.17187500 | Total Loss: 13400.96289062
10/04/24 22:56:59 (0:00:41.98) | [1/10000] Batch 1046 (0.011s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13012.787, Rec. Loss: 13527.15234375 | Total Loss: 13540.16503906
10/04/24 22:56:59 (0:00:42.02) | [1/10000] Batch 1047 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13698.485, Rec. Loss: 14389.54785156 | Total Loss: 14403.24609375
10/04/24 22:56:59 (0:00:42.06) | [1/10000] Batch 1048 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12692.995, Rec. Loss: 13231.68457031 | Total Loss: 13244.37792969
10/04/24 22:56:59 (0:00:42.10) | [1/10000] Batch 1049 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13309.619, Rec. Loss: 13897.92675781 | Total Loss: 13911.23632812
10/04/24 22:56:59 (0:00:42.14) | [1/10000] Batch 1050 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12239.396, Rec. Loss: 12877.36035156 | Total Loss: 12889.59960938
10/04/24 22:56:59 (0:00:42.18) | [1/10000] Batch 1051 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12903.980, Rec. Loss: 13507.49023438 | Total Loss: 13520.39453125
10/04/24 22:56:59 (0:00:42.22) | [1/10000] Batch 1052 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12431.734, Rec. Loss: 13049.96289062 | Total Loss: 13062.39453125
10/04/24 22:56:59 (0:00:42.27) | [1/10000] Batch 1053 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13013.141, Rec. Loss: 13693.53027344 | Total Loss: 13706.54296875
10/04/24 22:56:59 (0:00:42.31) | [1/10000] Batch 1054 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13304.685, Rec. Loss: 13972.94042969 | Total Loss: 13986.24511719
10/04/24 22:56:59 (0:00:42.35) | [1/10000] Batch 1055 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12805.082, Rec. Loss: 13458.55957031 | Total Loss: 13471.36425781
10/04/24 22:56:59 (0:00:42.39) | [1/10000] Batch 1056 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12793.387, Rec. Loss: 13431.50683594 | Total Loss: 13444.29980469
10/04/24 22:56:59 (0:00:42.43) | [1/10000] Batch 1057 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12957.218, Rec. Loss: 13560.35937500 | Total Loss: 13573.31640625
10/04/24 22:56:59 (0:00:42.47) | [1/10000] Batch 1058 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12626.705, Rec. Loss: 13266.03613281 | Total Loss: 13278.66308594
10/04/24 22:56:59 (0:00:42.51) | [1/10000] Batch 1059 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13817.242, Rec. Loss: 14483.96093750 | Total Loss: 14497.77832031
10/04/24 22:56:59 (0:00:42.55) | [1/10000] Batch 1060 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13749.158, Rec. Loss: 14366.08691406 | Total Loss: 14379.83593750
10/04/24 22:56:59 (0:00:42.59) | [1/10000] Batch 1061 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12175.313, Rec. Loss: 12794.08300781 | Total Loss: 12806.25878906
10/04/24 22:56:59 (0:00:42.63) | [1/10000] Batch 1062 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12849.377, Rec. Loss: 13479.60058594 | Total Loss: 13492.45019531
10/04/24 22:57:00 (0:00:42.67) | [1/10000] Batch 1063 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13377.872, Rec. Loss: 14032.74804688 | Total Loss: 14046.12597656
10/04/24 22:57:00 (0:00:42.72) | [1/10000] Batch 1064 (0.013s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13287.021, Rec. Loss: 13958.47851562 | Total Loss: 13971.76562500
10/04/24 22:57:00 (0:00:42.76) | [1/10000] Batch 1065 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12032.219, Rec. Loss: 12664.78320312 | Total Loss: 12676.81542969
10/04/24 22:57:00 (0:00:42.80) | [1/10000] Batch 1066 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13240.253, Rec. Loss: 13870.52050781 | Total Loss: 13883.76074219
10/04/24 22:57:00 (0:00:42.84) | [1/10000] Batch 1067 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11838.785, Rec. Loss: 12359.96582031 | Total Loss: 12371.80468750
10/04/24 22:57:00 (0:00:42.88) | [1/10000] Batch 1068 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 13117.143, Rec. Loss: 13767.80761719 | Total Loss: 13780.92480469
10/04/24 22:57:00 (0:00:42.92) | [1/10000] Batch 1069 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12024.013, Rec. Loss: 12621.38085938 | Total Loss: 12633.40527344
10/04/24 22:57:00 (0:00:42.96) | [1/10000] Batch 1070 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 11911.250, Rec. Loss: 12501.66406250 | Total Loss: 12513.57519531
10/04/24 22:57:00 (0:00:43.00) | [1/10000] Batch 1071 (0.012s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12978.312, Rec. Loss: 13604.94824219 | Total Loss: 13617.92675781
10/04/24 22:57:00 (0:00:43.05) | [1/10000] Batch 1072 (0.017s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12450.557, Rec. Loss: 13105.04199219 | Total Loss: 13117.49218750
10/04/24 22:57:00 (0:00:43.09) | [1/10000] Batch 1073 (0.014s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12357.923, Rec. Loss: 12947.38671875 | Total Loss: 12959.74511719
10/04/24 22:57:00 (0:00:43.13) | [1/10000] Batch 1074 (0.014s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 12663.039, Rec. Loss: 13278.08984375 | Total Loss: 13290.75292969
